label,trend,seasonal,hike_effect,covid_main_effect,covid_wave1_effect,covid_2021_effect,fitted,residual
2018-12-01,12.787876888563602,0.2906703714798733,-0.022569525510986056,0.0,0.0,0.0,13.055977734532489,-0.013326619404789852
2019-01-01,12.789563587197568,-0.09538707016473369,-0.022569525510986056,0.0,0.0,0.0,12.671606991521848,0.004453658131989613
2019-02-01,12.7897130661678,-0.12809071848057313,-0.022569525510986056,0.0,0.0,0.0,12.63905282217624,-0.007078655198428763
2019-03-01,12.792305794824946,-0.009247108482512135,-0.022569525510986056,0.0,0.0,0.0,12.760489160831447,0.002836483444960791
2019-04-01,12.793919484878336,-0.044205632963078494,-0.022569525510986056,0.0,0.0,0.0,12.72714432640427,0.013056321261663228
2019-05-01,12.791026678995689,-0.052255903892007086,-0.022569525510986056,0.0,0.0,0.0,12.716201249592695,0.0018233851157116732
2019-06-01,12.78750451499734,-0.004575101126169789,-0.022569525510986056,0.0,0.0,0.0,12.760359888360183,-0.02427977264771819
2019-07-01,12.792362704977137,0.1099541783365189,-0.022569525510986056,0.0,0.0,0.0,12.87974735780267,0.014052808426722407
2019-08-01,12.792370455958146,-0.06408936049643267,-0.022569525510986056,0.0,0.0,0.0,12.705711569950727,-0.006507931337626616
2019-09-01,12.7946244698142,-0.042752389142578444,-0.022569525510986056,0.0,0.0,0.0,12.729302555160636,0.0285524195818585
2019-10-01,12.787023390313662,-0.006641372182664152,-0.022569525510986056,0.0,0.0,0.0,12.757812492620012,-0.009950583086734355
2019-11-01,12.782856834825266,0.04584421629270549,-0.022569525510986056,0.0,0.0,0.0,12.806131525606984,-0.008869677045156621
2019-12-01,12.781751721927277,0.28727353229839414,-0.022569525510986056,0.0,0.0,0.0,13.046455728714685,-0.00999670491291127
2020-01-01,12.784097055106395,-0.09173318027662582,-0.0,0.0,0.0,0.0,12.69236387482977,-0.003374459688419762
2020-02-01,12.787607114237343,-0.1308997852020601,-0.0,0.0,0.0,0.0,12.656707329035283,0.003728519455696855
2020-03-01,12.789830249766469,-0.0025501780124608823,-0.0,0.04859115253833749,0.0,0.0,12.835871224292346,-0.019965074666131954
2020-04-01,12.798944492292414,-0.04652963899035448,-0.0,0.04859115253833749,0.04529807716050918,0.0,12.846304083000906,-0.005757346705170363
2020-05-01,12.810045930668247,-0.05829456975412738,-0.0,0.04859115253833749,0.04529807716050918,0.0,12.845640590612968,0.00575885091942574
2020-06-01,12.819159656075188,0.009622996850545447,-0.0,0.04859115253833749,0.0,0.0,12.877373805464071,0.02116328761689701
2020-07-01,12.820968703921903,0.09698613624331225,-0.0,0.04859115253833749,0.0,0.0,12.966545992703553,0.006233262260785466
2020-08-01,12.820626290151361,-0.05989769746862421,-0.0,0.04859115253833749,0.0,0.0,12.809319745221075,0.007365938815425466
2020-09-01,12.817741463257358,-0.04188497146709264,-0.0,0.04859115253833749,0.0,0.0,12.824447644328602,-0.01036640454131188
2020-10-01,12.81843468263996,-0.007600675758032655,-0.0,0.04859115253833749,0.0,0.0,12.859425159420265,0.004612985633274391
2020-11-01,12.81753569424979,0.044493972923588754,-0.0,0.04859115253833749,0.0,0.0,12.910620819711715,-0.014759125841255383
2020-12-01,12.821730935803025,0.28551429881763096,-0.0,0.04859115253833749,0.0,0.0,13.155836387158994,0.0032098704383987098
2021-01-01,12.824818266166949,-0.08797769987829451,-0.0,0.04859115253833749,0.0,0.02037018810815907,12.805801906935152,-0.0061455430446102355
